TS,Value,Class
2014-11-16,8.0,0
2014-11-17,8.25,0
2014-11-18,7.0,0
2014-11-19,7.0,0
2014-11-20,6.0,0
2014-11-21,4.75,0
2014-11-22,4.25,0
2014-11-23,4.0,0
2014-11-24,4.0,0
2014-11-25,5.0,0
2014-11-26,5.25,0
2014-11-27,6.0,0
2014-11-28,4.0,0
2014-11-29,4.25,0
2014-11-30,5.75,0
2014-12-01,9.75,0
2014-12-02,10.75,0
2014-12-03,11.0,0
2014-12-04,9.75,0
2014-12-05,9.75,0
2014-12-06,11.75,0
2014-12-07,11.5,0
2014-12-08,8.75,0
2014-12-09,12.25,0
2014-12-10,10.5,0
2014-12-11,8.5,0
2014-12-12,10.0,0
2014-12-13,8.5,0
2014-12-14,9.0,0
2014-12-15,9.5,0
2014-12-16,9.0,0
2014-12-17,3.5,0
2014-12-18,12.5,0
2014-12-19,8.0,0
2014-12-20,8.0,0
2014-12-21,9.5,0
2014-12-22,11.0,0
2014-12-23,11.0,0
2014-12-24,12.0,0
2014-12-25,9.5,0
2014-12-26,9.0,0
2014-12-27,10.0,0
2014-12-28,12.5,0
2014-12-29,16.0,0
2014-12-30,14.0,0
2014-12-31,14.5,0
2015-01-01,14.0,0
2015-01-02,13.5,0
2015-01-03,10.0,0
2015-01-04,8.5,0
2015-01-05,10.0,0
2015-01-06,10.5,0
2015-01-07,8.5,0
2015-01-08,10.0,0
2015-01-09,7.0,0
2015-01-10,8.0,0
2015-01-11,9.5,0
2015-01-12,11.0,0
2015-01-13,8.5,0
2015-01-14,7.5,0
2015-01-15,8.5,0
2015-01-16,10.0,0
2015-01-17,10.5,0
2015-01-18,12.0,0
2015-01-19,10.5,0
2015-01-20,12.5,0
2015-01-21,12.5,0
2015-01-22,11.0,0
2015-01-23,15.0,0
2015-01-24,14.0,0
2015-01-25,14.5,0
2015-01-26,12.0,0
2015-01-27,11.5,0
2015-01-28,10.5,0
2015-01-29,9.0,0
2015-01-30,11.0,0
2015-01-31,11.906000000000859,0
2015-02-01,13.0,0
2015-02-02,11.812999999998283,0
2015-02-03,13.687000000001717,0
2015-02-04,15.031999999999243,0
2015-02-05,15.375,0
2015-02-06,15.5,0
2015-02-07,14.186999999999898,0
2015-02-08,14.375,0
2015-02-09,12.375,0
2015-02-10,10.75,0
2015-02-11,10.375,0
2015-02-12,8.625,0
2015-02-13,8.125,0
2015-02-14,8.875,0
2015-02-15,9.125,0
2015-02-16,9.0,0
2015-02-17,9.125,0
2015-02-18,9.25,0
2015-02-19,8.75,0
2015-02-20,9.0,0
2015-02-21,10.375,0
2015-02-22,12.125,0
2015-02-23,8.75,0
2015-02-24,11.5,0
2015-02-25,10.5,0
2015-02-26,8.5,0
2015-02-27,10.0,0
2015-02-28,10.0,0
2015-03-01,7.0,0
2015-03-02,7.0,0
2015-03-03,6.75,0
2015-03-04,9.75,0
2015-03-05,5.5,0
2015-03-17,98.75,0
2015-03-18,6.25,0
2015-03-19,5.25,0
2015-03-20,6.0,0
2015-03-21,6.75,0
2015-03-22,8.25,0
2015-03-23,6.75,0
2015-03-24,8.0,0
2015-03-25,10.5,0
2015-03-26,9.0,0
2015-03-27,5.5,0
2015-03-31,28.5,0
2015-04-01,7.5,0
2015-04-02,7.0,0
2015-04-03,5.5,0
2015-04-04,7.5,0
2015-04-05,7.5,0
2015-04-06,6.5,0
2015-04-07,6.0,0
2015-04-08,6.5,0
2015-04-09,6.0,0
2015-04-10,5.5,0
2015-04-11,4.5,0
2015-04-12,4.0,0
2015-04-13,4.0,0
2015-04-14,3.0,0
2015-04-15,3.5,0
2015-04-16,4.0,0
2015-04-17,4.0,0
2015-04-18,4.0,0
2015-04-19,6.0,0
2015-04-20,4.5,0
2015-04-21,3.5,0
2015-04-22,4.0,0
2015-04-23,4.5,0
2015-04-24,3.5,0
2015-04-25,3.0,0
2015-04-26,4.5,0
2015-04-27,6.0,0
2015-04-28,6.0,0
2015-04-29,5.0,0
2015-04-30,3.5,0
2015-05-01,3.5,0
2015-05-02,3.0,0
2015-05-03,2.5,0
2015-05-04,3.0,0
2015-05-05,3.5,0
2015-05-06,3.5,0
2015-05-07,3.5,0
2015-05-08,3.0,0
2015-05-09,3.0,0
2015-05-10,3.0,0
2015-05-11,2.5,0
2015-05-12,2.5,0
2015-05-13,3.0,0
2015-05-14,3.5,0
2015-05-15,5.0,0
2015-05-16,4.5,0
2015-05-17,3.5,0
2015-05-18,3.5,0
2015-05-19,5.5,0
2015-05-20,2.0,0
2015-05-21,3.5,0
2015-05-27,12.0,0
2015-05-28,1.5,0
2015-05-29,2.0,0
2015-05-30,1.5,0
2015-05-31,2.0,0
2015-06-01,2.0,0
2015-06-02,1.5,0
2015-06-03,2.0,0
2015-06-04,1.5,0
2015-06-05,1.5,0
2015-06-06,1.5,0
2015-06-07,2.0,0
2015-06-08,1.5,0
2015-06-09,1.5,0
2015-06-10,1.5,0
2015-06-11,1.5,0
2015-06-12,1.5,0
2015-06-13,2.0,0
2015-06-14,1.5,0
2015-06-15,2.0,0
2015-06-16,1.5,0
2015-06-17,2.0,0
2015-06-18,1.5,0
2015-06-19,1.5,0
2015-06-20,2.0,0
2015-06-21,1.5,0
2015-06-22,2.0,0
2015-06-23,1.5,0
2015-06-24,1.0,0
2015-07-03,21.0,0
2015-07-08,-0.5,1
2015-07-09,1.5,0
2015-07-10,1.5,0
2015-07-11,1.5,0
2015-07-12,1.0,0
2015-07-13,1.5,0
2015-07-14,1.5,0
2015-07-15,1.5,0
2015-07-16,1.0,0
2015-07-17,1.5,0
2015-07-18,1.5,0
2015-07-19,1.0,0
2015-07-20,1.5,0
2015-07-21,1.0,0
2015-07-22,1.5,0
2015-07-23,1.0,0
2015-07-24,1.0,0
2015-07-25,1.5,0
2015-07-26,1.5,0
2015-07-27,1.0,0
2015-07-28,1.5,0
2015-07-29,1.0,0
2015-07-30,1.5,0
2015-07-31,1.5,0
2015-08-01,1.5,0
2015-08-02,1.5,0
2015-08-03,0.5,0
2015-08-04,1.0,0
2015-08-05,0.0,0
2015-08-06,3.0,0
2015-08-07,1.5,0
2015-08-08,1.0,0
2015-08-09,1.5,0
2015-08-10,1.5,0
2015-08-11,1.5,0
2015-08-12,1.0,0
2015-08-13,1.5,0
2015-08-14,1.5,0
2015-08-15,1.5,0
2015-08-16,1.5,0
2015-08-17,0.5,0
2015-08-18,2.0,0
2015-08-19,1.5,0
2015-08-20,1.5,0
2015-08-21,1.5,0
2015-08-22,1.5,0
2015-08-23,1.5,0
2015-08-24,1.5,0
2015-08-25,1.5,0
2015-08-26,1.5,0
2015-08-27,1.5,0
2015-08-28,0.0,0
2015-08-31,5.5,0
2015-09-01,1.5,0
2015-09-02,1.0,0
2015-09-03,0.0,0
2015-09-04,3.5,0
2015-09-05,1.5,0
2015-09-06,1.5,0
2015-09-07,1.5,0
2015-09-08,1.5,0
2015-09-09,1.5,0
2015-09-10,1.0,0
2015-09-12,4.0,0
2015-09-13,1.5,0
2015-09-14,1.5,0
2015-09-15,1.5,0
2015-09-16,1.5,0
2015-09-17,1.5,0
2015-09-18,2.0,0
2015-09-19,1.5,0
2015-09-20,1.5,0
2015-09-21,1.5,0
2015-09-22,2.0,0
2015-09-23,2.0,0
2015-09-24,1.0,0
2015-09-25,2.5,0
2015-09-26,1.5,0
2015-09-27,0.5,0
2015-09-28,3.0,0
2015-09-29,2.0,0
2015-09-30,1.5,0
2015-10-01,1.5,0
2015-10-03,4.0,0
2015-10-04,0.5,0
2015-10-07,6.5,0
2015-10-08,1.5,0
2015-10-09,2.0,0
2015-10-10,1.5,0
2015-10-11,2.0,0
2015-10-12,2.0,0
2015-10-13,1.5,0
2015-10-14,0.5,0
2015-10-15,13.5,0
2015-10-16,7.800999999999476,0
2015-10-17,7.105000000001382,0
2015-10-18,4.906999999999243,0
2015-10-19,3.7960000000002765,0
2015-10-20,6.390999999999622,0
2015-10-21,7.625,0
2015-10-22,6.781000000000859,0
2015-10-23,4.5,0
2015-10-24,4.218999999999141,0
2015-10-25,0.5939999999991414,0
2015-10-26,7.406000000000859,0
2015-10-27,3.188000000000102,0
2015-10-28,5.0,0
2015-10-29,5.125,0
2015-10-30,4.375,0
2015-10-31,3.811999999999898,0
2015-11-01,4.125,0
2015-11-02,4.25,0
2015-11-03,4.0,0
2015-11-04,4.0,0
2015-11-05,3.625,0
2015-11-06,3.375,0
2015-11-07,3.438000000000102,0
2015-11-08,4.561999999999898,0
2015-11-09,4.125,0
2015-11-10,4.125,0
2015-11-11,6.0,0
2015-11-12,0.06300000000010186,0
2015-11-13,12.186999999999898,0
2015-11-14,6.125,0
2015-11-15,6.625,0
2015-11-16,7.625,0
2015-11-17,7.125,0
2015-11-18,4.375,0
2015-11-19,3.625,0
2015-11-20,2.875,0
2015-11-22,21.875,0
2015-11-23,12.125,0
2015-11-24,11.375,0
2015-11-25,8.25,0
2015-11-26,9.5,0
2015-11-27,10.0,0
2015-11-28,8.5,0
2015-11-29,8.25,0
2015-11-30,8.25,0
2015-12-01,9.5,0
2015-12-02,10.5,0
2015-12-03,7.5,0
2015-12-06,24.75,0
2015-12-07,6.5,0
2015-12-08,6.0,0
2015-12-09,7.25,0
2015-12-10,9.75,0
2015-12-11,8.75,0
2015-12-12,9.5,0
2015-12-13,9.5,0
2015-12-14,8.0,0
2015-12-15,7.25,0
2015-12-16,6.25,0
2015-12-17,6.75,0
2015-12-18,5.0,0
2015-12-22,28.75,0
2015-12-23,7.75,0
2015-12-24,6.75,0
2015-12-25,7.0,0
2015-12-26,6.5,0
2015-12-27,7.0,0
2015-12-28,6.25,0
2015-12-29,6.75,0
2015-12-30,8.0,0
2015-12-31,7.75,0
2016-01-01,7.75,0
2016-01-02,8.5,0
2016-01-03,9.5,0
2016-01-04,8.0,0
2016-01-05,10.0,0
2016-01-06,10.5,0
2016-01-07,7.5,0
2016-01-08,7.5,0
2016-01-09,6.5,0
2016-01-10,7.5,0
2016-01-11,8.5,0
2016-01-12,10.5,0
2016-01-13,4.5,0
2016-01-14,-12649.23,1
2016-01-15,11.379999999999999,0
2016-01-16,13.280000000000001,0
2016-01-17,19330.97,1
2016-01-18,-19307.620001000003,1
2016-01-19,9.580002,0
2016-01-20,8.31999900000001,0
2016-01-21,10.27999899999999,0
2016-01-22,10.020001000000008,0
2016-01-23,6.989999999999995,0
2016-01-24,9.560000000000002,0
2016-01-25,8.069999999999993,0
2016-01-26,7.52000000000001,0
2016-01-27,8.049999999999983,0
2016-01-28,6.719999999999999,0
2016-01-29,8.440000000000026,0
2016-01-30,8.369999999999976,0
2016-01-31,7.25,0
2016-02-01,6.630000000000024,0
2016-02-02,6.740009999999984,0
2016-02-03,9.140000000000015,0
2016-02-04,9.969979999999993,0
2016-02-05,7.650010000000009,0
2016-02-06,7.439999999999998,0
2016-02-07,9.849999999999994,0
2016-02-08,6.359999999999985,0
2016-02-09,9.300000000000011,0
2016-02-10,10.859999999999985,0
2016-02-11,8.909989999999993,0
2016-02-12,8.370020000000011,0
2016-02-13,6.560000000000002,0
2016-02-14,9.340000000000032,0
2016-02-15,11.229979999999955,0
2016-02-16,13.300020000000018,0
2016-02-17,11.899990000000003,0
2016-02-18,10.939999999999998,0
2016-02-19,9.870000000000005,0
2016-02-20,8.560000000000002,0
2016-02-21,6.850000000000023,0
2016-02-22,8.76998999999995,0
2016-02-23,8.010010000000023,0
